Age,Gender,Location,Income,Savings,Existing Investments,Life Stage,Existing Policies,Website Activity Score,Past Claims,Recommended Policy Type,Coverage Amount,Premium Term,Interest in Add-on Benefits,Upselling Opportunity,Premium Amount
24,Female,Rural,18000,16000,22000,Single,0,95,0,Life Insurance,90000,10 Years,53,0,15000
24,Male,Rural,24000,12000,3000,Single,1,95,1,Life Insurance,90000,Whole Life,52,0,15000
21,Female,Suburban,45000,14000,72000,Single,1,95,1,Life Insurance,90000,5 Years,62,1,15000
40,Male,Urban,77000,42000,62000,Married,2,95,0,Investment Plan,90000,10 Years,76,0,15000
49,Female,Urban,40000,11000,20000,Empty Nesters,1,50,1,Health Insurance,90000,Whole Life,64,1,15000
28,Female,Rural,41000,62000,0,Partnered,2,95,0,Investment Plan,90000,Whole Life,66,0,15000
29,Male,Urban,75000,38000,78000,Partnered,2,95,0,Investment Plan,90000,20 Years,83,0,15000
43,Male,Suburban,66000,53000,69000,Parents,0,95,0,Investment Plan,90000,20 Years,60,0,15000
33,Female,Suburban,59000,13000,95000,Partnered,1,79,0,Health Insurance,90000,10 Years,81,1,15000
25,Female,Urban,23000,11000,36000,Single,1,95,0,Life Insurance,90000,20 Years,54,0,15000
50,Male,Rural,73000,37000,83000,Parents,0,95,0,Retirement Plan,90000,Whole Life,73,1,15000
36,Male,Suburban,91000,67000,31000,Partnered,0,74,1,Investment Plan,90000,5 Years,75,0,15000
30,Female,Urban,78000,43000,49000,Single,1,84,1,Investment Plan,90000,Whole Life,76,0,15000
33,Female,Rural,85000,31000,34000,Married,2,87,0,Investment Plan,90000,10 Years,72,1,15000
32,Female,Rural,84000,91000,53000,Married,1,95,0,Investment Plan,90000,Whole Life,63,0,15000
47,Female,Rural,57000,25000,23000,Empty Nesters,1,66,0,Health Insurance,90000,10 Years,73,0,15000
27,Male,Rural,69000,70000,22000,Partnered,0,89,1,Investment Plan,90000,10 Years,66,0,15000
60,Male,Suburban,49000,39000,40000,Empty Nesters,2,38,1,Retirement Plan,90000,5 Years,80,0,15000
31,Female,Rural,106000,55000,96000,Partnered,1,95,0,Investment Plan,90000,10 Years,62,1,15000
59,Male,Rural,73000,29000,81000,Married,0,34,1,Retirement Plan,90000,5 Years,81,1,15000
51,Female,Rural,76000,61000,18000,Parents,0,91,1,Retirement Plan,90000,20 Years,94,1,15000
42,Male,Rural,85000,50000,43000,Married,0,95,1,Investment Plan,90000,5 Years,68,0,15000
43,Female,Suburban,37000,33000,80000,Empty Nesters,0,84,1,Health Insurance,90000,20 Years,67,0,15000
37,Male,Rural,51000,24000,42000,Partnered,2,93,1,Health Insurance,90000,5 Years,71,1,15000
20,Female,Urban,22000,7000,57000,Single,0,95,0,Life Insurance,90000,10 Years,64,0,15000
52,Female,Suburban,71000,30000,33000,Parents,2,69,0,Retirement Plan,90000,Whole Life,95,1,15000
39,Female,Suburban,37000,17000,14000,Partnered,1,70,0,Health Insurance,90000,20 Years,68,0,15000
34,Male,Urban,36000,9000,85000,Partnered,2,95,1,Life Insurance,90000,20 Years,68,0,15000
48,Female,Rural,40000,19000,8000,Married,0,89,0,Health Insurance,90000,5 Years,63,0,15000
24,Female,Urban,30000,8000,43000,Single,2,83,0,Life Insurance,90000,10 Years,68,0,15000
22,Male,Suburban,27000,18000,99000,Single,0,95,1,Life Insurance,90000,20 Years,77,1,15000
37,Male,Urban,79000,49000,26000,Single,0,95,1,Investment Plan,90000,10 Years,85,0,15000
55,Male,Urban,83000,63000,76000,Married,0,93,1,Retirement Plan,90000,Whole Life,75,1,15000
29,Female,Urban,33000,14000,55000,Partnered,0,71,0,Life Insurance,90000,20 Years,72,0,15000
59,Male,Rural,61000,35000,91000,Parents,1,46,0,Retirement Plan,90000,10 Years,72,0,15000
41,Male,Rural,86000,63000,30000,Married,1,85,0,Investment Plan,90000,Whole Life,58,1,15000
33,Female,Suburban,49000,38000,77000,Married,0,95,0,Investment Plan,90000,10 Years,63,1,15000
20,Female,Urban,35000,12000,70000,Single,1,95,1,Life Insurance,90000,Whole Life,62,1,15000
25,Male,Suburban,73000,57000,73000,Single,0,80,0,Investment Plan,90000,Whole Life,70,1,15000
43,Male,Rural,45000,27000,18000,Parents,1,69,0,Health Insurance,90000,20 Years,81,1,15000
43,Male,Rural,56000,27000,53000,Empty Nesters,2,90,1,Health Insurance,90000,20 Years,60,0,15000
29,Male,Rural,20000,15000,84000,Partnered,0,95,0,Life Insurance,90000,10 Years,74,1,15000
63,Female,Urban,71000,55000,77000,Empty Nesters,2,38,0,Retirement Plan,90000,10 Years,75,0,15000
66,Male,Urban,44000,59000,87000,Empty Nesters,1,23,0,Retirement Plan,90000,10 Years,95,1,15000
39,Female,Suburban,73000,42000,51000,Partnered,2,95,1,Investment Plan,90000,Whole Life,80,1,15000
61,Female,Suburban,50000,48000,8000,Empty Nesters,2,45,1,Retirement Plan,90000,10 Years,76,1,15000
69,Female,Urban,59000,55000,43000,Empty Nesters,2,36,1,Retirement Plan,90000,20 Years,92,0,15000
40,Male,Urban,56000,26000,7000,Single,1,95,0,Health Insurance,90000,Whole Life,85,1,15000
37,Male,Suburban,74000,88000,50000,Partnered,0,95,0,Investment Plan,90000,5 Years,69,0,15000
27,Female,Suburban,18000,17000,92000,Partnered,2,95,1,Life Insurance,90000,10 Years,80,1,15000
31,Female,Urban,45000,19000,28000,Married,1,91,1,Health Insurance,90000,5 Years,70,0,15000
35,Male,Urban,62000,72000,27000,Single,1,88,1,Investment Plan,90000,20 Years,48,0,15000
43,Female,Urban,87000,79000,33000,Empty Nesters,0,75,1,Investment Plan,90000,5 Years,68,1,15000
30,Female,Urban,32000,16000,81000,Married,2,95,0,Life Insurance,90000,Whole Life,72,1,15000
44,Female,Suburban,90000,55000,72000,Parents,2,83,1,Investment Plan,90000,Whole Life,73,1,15000
41,Female,Suburban,41000,32000,77000,Married,1,56,0,Health Insurance,90000,Whole Life,72,1,15000
53,Female,Rural,44000,49000,90000,Empty Nesters,2,70,1,Retirement Plan,90000,Whole Life,68,1,15000
25,Male,Suburban,28000,20000,91000,Single,2,95,0,Life Insurance,90000,5 Years,54,1,15000
38,Male,Rural,48000,35000,23000,Partnered,2,90,1,Health Insurance,90000,20 Years,62,1,15000
37,Female,Suburban,69000,62000,28000,Partnered,0,92,0,Investment Plan,90000,20 Years,62,1,15000
55,Female,Suburban,68000,48000,93000,Parents,1,50,0,Retirement Plan,90000,Whole Life,80,0,15000
27,Male,Suburban,60000,35000,23000,Married,0,90,1,Investment Plan,90000,10 Years,73,1,15000
43,Male,Suburban,58000,50000,87000,Parents,2,95,0,Investment Plan,90000,10 Years,62,1,15000
49,Male,Rural,54000,32000,67000,Empty Nesters,1,44,1,Health Insurance,90000,5 Years,60,0,15000
29,Female,Suburban,82000,43000,77000,Single,0,95,1,Investment Plan,90000,Whole Life,54,1,15000
24,Male,Rural,29000,16000,7000,Single,2,95,0,Life Insurance,90000,5 Years,76,1,15000
39,Female,Rural,76000,71000,97000,Single,0,95,1,Investment Plan,90000,5 Years,83,1,15000
20,Female,Urban,30000,16000,17000,Single,2,95,0,Life Insurance,90000,20 Years,51,1,15000
51,Male,Urban,84000,42000,60000,Empty Nesters,2,62,1,Retirement Plan,90000,5 Years,73,1,15000
42,Female,Rural,31000,15000,22000,Empty Nesters,1,83,0,Health Insurance,90000,Whole Life,61,1,15000
69,Female,Urban,55000,45000,8000,Empty Nesters,1,10,0,Retirement Plan,90000,10 Years,88,0,15000
48,Female,Urban,50000,34000,99000,Married,2,86,0,Health Insurance,90000,10 Years,77,0,15000
41,Female,Rural,54000,22000,76000,Parents,0,95,1,Health Insurance,90000,20 Years,72,0,15000
34,Male,Rural,35000,30000,38000,Single,2,82,0,Health Insurance,90000,20 Years,72,1,15000
44,Male,Rural,46000,26000,75000,Married,2,86,0,Health Insurance,90000,5 Years,68,1,15000
59,Female,Urban,72000,53000,36000,Parents,0,43,1,Retirement Plan,90000,10 Years,59,1,15000
48,Male,Urban,57000,23000,59000,Empty Nesters,0,73,0,Health Insurance,90000,20 Years,73,1,15000
58,Female,Suburban,92000,28000,1000,Married,2,67,1,Retirement Plan,90000,Whole Life,83,1,15000
23,Male,Suburban,36000,9000,98000,Single,2,95,0,Life Insurance,90000,5 Years,66,1,15000
40,Female,Suburban,45000,38000,70000,Partnered,0,84,1,Health Insurance,90000,5 Years,77,0,15000
43,Male,Urban,65000,66000,92000,Parents,2,71,0,Investment Plan,90000,Whole Life,63,1,15000
33,Male,Suburban,82000,46000,47000,Partnered,2,95,1,Investment Plan,90000,5 Years,39,1,15000
29,Male,Suburban,70000,52000,96000,Single,0,87,0,Investment Plan,90000,Whole Life,58,0,15000
27,Female,Urban,30000,19000,98000,Married,1,95,0,Life Insurance,90000,5 Years,61,1,15000
50,Male,Urban,102000,32000,96000,Empty Nesters,2,53,0,Retirement Plan,90000,20 Years,60,0,15000
41,Female,Suburban,76000,47000,61000,Empty Nesters,1,81,1,Investment Plan,90000,10 Years,54,1,15000
39,Female,Rural,51000,80000,60000,Single,1,80,1,Investment Plan,90000,10 Years,77,0,15000
42,Male,Rural,51000,35000,70000,Parents,0,79,0,Health Insurance,90000,Whole Life,64,0,15000
65,Female,Suburban,82000,43000,29000,Empty Nesters,1,31,0,Retirement Plan,90000,Whole Life,74,0,15000
32,Female,Urban,50000,32000,2000,Single,2,95,0,Health Insurance,90000,Whole Life,56,0,15000
25,Female,Suburban,60000,54000,83000,Single,2,95,1,Investment Plan,90000,Whole Life,69,1,15000
65,Female,Rural,79000,59000,98000,Empty Nesters,2,55,1,Retirement Plan,90000,20 Years,85,1,15000
31,Male,Urban,34000,18000,5000,Single,0,79,0,Life Insurance,90000,5 Years,62,0,15000
58,Female,Suburban,65000,33000,29000,Married,1,78,1,Retirement Plan,90000,5 Years,79,0,15000
25,Male,Rural,35000,8000,82000,Single,2,95,0,Life Insurance,90000,10 Years,43,1,15000
52,Female,Urban,62000,38000,15000,Married,2,68,0,Retirement Plan,90000,20 Years,76,0,15000
33,Female,Rural,43000,22000,55000,Partnered,1,95,0,Health Insurance,90000,20 Years,57,1,15000
27,Female,Urban,84000,44000,75000,Married,0,85,1,Investment Plan,90000,20 Years,73,0,15000
28,Female,Suburban,66000,61000,98000,Partnered,2,95,0,Investment Plan,90000,Whole Life,65,0,15000
42,Female,Rural,56000,53000,6000,Parents,0,80,0,Investment Plan,90000,20 Years,66,0,15000
28,Female,Urban,71000,45000,26000,Single,1,95,0,Investment Plan,90000,10 Years,61,1,15000
33,Female,Urban,40000,16000,35000,Single,0,95,0,Life Insurance,90000,5 Years,49,1,15000
45,Female,Rural,37000,30000,0,Parents,1,95,0,Health Insurance,90000,5 Years,74,0,15000
64,Male,Rural,54000,67000,9000,Empty Nesters,2,49,1,Retirement Plan,90000,10 Years,67,1,15000
51,Female,Suburban,71000,22000,0,Empty Nesters,0,90,0,Retirement Plan,90000,10 Years,79,1,15000
60,Male,Suburban,72000,55000,20000,Parents,2,34,1,Retirement Plan,90000,Whole Life,67,0,15000
26,Male,Suburban,91000,62000,24000,Partnered,1,95,1,Investment Plan,90000,20 Years,56,1,15000
59,Female,Rural,55000,50000,66000,Parents,0,76,1,Retirement Plan,90000,20 Years,88,0,15000
30,Female,Urban,77000,54000,80000,Married,1,95,0,Investment Plan,90000,10 Years,54,1,15000
52,Female,Suburban,66000,52000,1000,Married,2,67,0,Retirement Plan,90000,10 Years,80,1,15000
32,Female,Suburban,37000,31000,90000,Married,2,92,0,Health Insurance,90000,10 Years,69,1,15000
31,Female,Urban,70000,40000,30000,Single,1,95,0,Investment Plan,90000,20 Years,77,1,15000
43,Male,Suburban,45000,27000,29000,Empty Nesters,2,67,0,Health Insurance,90000,5 Years,62,0,15000
34,Male,Suburban,45000,16000,20000,Single,1,95,0,Life Insurance,90000,10 Years,78,0,15000
47,Male,Urban,53000,37000,62000,Empty Nesters,0,73,1,Health Insurance,90000,10 Years,65,1,15000
41,Male,Rural,82000,53000,88000,Parents,1,95,0,Investment Plan,90000,10 Years,90,0,15000
65,Female,Suburban,65000,60000,9000,Empty Nesters,0,83,1,Retirement Plan,90000,5 Years,71,0,15000
38,Male,Rural,83000,39000,76000,Partnered,2,95,1,Investment Plan,90000,20 Years,81,0,15000
60,Male,Urban,71000,49000,34000,Parents,1,31,1,Retirement Plan,90000,20 Years,67,0,15000
30,Male,Suburban,51000,29000,64000,Partnered,1,83,1,Health Insurance,90000,5 Years,64,1,15000
37,Female,Rural,94000,58000,18000,Partnered,2,95,1,Investment Plan,90000,5 Years,83,1,15000
37,Male,Urban,56000,61000,6000,Partnered,1,92,1,Investment Plan,90000,Whole Life,73,1,15000
37,Male,Rural,85000,65000,85000,Partnered,1,95,0,Investment Plan,90000,10 Years,74,0,15000
35,Female,Suburban,49000,19000,20000,Single,2,91,1,Health Insurance,90000,5 Years,65,0,15000
41,Female,Urban,72000,71000,17000,Empty Nesters,0,62,1,Investment Plan,90000,5 Years,66,0,15000
30,Male,Rural,48000,27000,76000,Partnered,1,95,1,Health Insurance,90000,Whole Life,73,1,15000
36,Male,Urban,53000,8000,85000,Married,0,95,0,Health Insurance,90000,5 Years,59,1,15000
39,Male,Rural,56000,14000,87000,Partnered,2,79,1,Health Insurance,90000,10 Years,79,1,15000
35,Female,Rural,41000,27000,8000,Single,0,95,0,Health Insurance,90000,Whole Life,54,0,15000
27,Female,Urban,97000,69000,45000,Single,2,95,0,Investment Plan,90000,Whole Life,52,0,15000
66,Female,Suburban,39000,37000,29000,Empty Nesters,0,26,1,Retirement Plan,90000,20 Years,88,1,15000
62,Female,Rural,48000,58000,70000,Empty Nesters,1,51,0,Retirement Plan,90000,10 Years,79,0,15000
34,Female,Urban,71000,50000,15000,Partnered,2,90,0,Investment Plan,90000,Whole Life,82,1,15000
31,Female,Suburban,62000,25000,86000,Partnered,1,73,1,Health Insurance,90000,10 Years,71,0,15000
34,Female,Rural,65000,32000,17000,Single,1,95,1,Health Insurance,90000,10 Years,58,0,15000
53,Female,Urban,72000,54000,54000,Parents,1,46,0,Retirement Plan,90000,5 Years,75,0,15000
33,Female,Suburban,26000,13000,66000,Married,1,89,1,Life Insurance,90000,Whole Life,62,1,15000
22,Male,Urban,30000,15000,12000,Single,1,95,0,Life Insurance,90000,Whole Life,48,1,15000
30,Male,Suburban,56000,24000,23000,Single,1,95,0,Health Insurance,90000,Whole Life,51,0,15000
32,Male,Urban,39000,15000,7000,Single,1,93,1,Health Insurance,90000,10 Years,58,0,15000
40,Male,Suburban,44000,40000,4000,Married,0,59,0,Health Insurance,90000,20 Years,78,0,15000
37,Female,Urban,88000,48000,41000,Partnered,1,95,1,Investment Plan,90000,20 Years,49,0,15000
64,Female,Rural,53000,53000,27000,Empty Nesters,1,41,1,Retirement Plan,90000,Whole Life,70,1,15000
30,Female,Rural,64000,50000,40000,Married,0,95,1,Investment Plan,90000,20 Years,72,0,15000
24,Male,Rural,23000,11000,15000,Single,2,95,0,Life Insurance,90000,10 Years,63,0,15000
33,Male,Urban,38000,13000,21000,Married,2,95,1,Health Insurance,90000,Whole Life,60,1,15000
53,Male,Suburban,55000,41000,73000,Parents,1,77,1,Retirement Plan,90000,20 Years,63,0,15000
53,Male,Suburban,43000,34000,58000,Married,0,58,0,Retirement Plan,90000,5 Years,85,0,15000
41,Female,Rural,79000,56000,61000,Married,0,95,1,Investment Plan,90000,10 Years,74,0,15000
60,Male,Suburban,52000,38000,81000,Empty Nesters,1,63,1,Retirement Plan,90000,10 Years,74,1,15000
39,Male,Rural,85000,34000,37000,Married,1,92,0,Investment Plan,90000,20 Years,80,1,15000
44,Female,Rural,82000,61000,18000,Married,1,68,1,Investment Plan,90000,Whole Life,63,0,15000
42,Male,Urban,36000,29000,48000,Parents,1,80,0,Health Insurance,90000,Whole Life,66,0,15000
61,Female,Rural,90000,57000,55000,Empty Nesters,0,47,1,Retirement Plan,90000,10 Years,81,1,15000
52,Male,Urban,74000,51000,4000,Parents,0,64,0,Retirement Plan,90000,20 Years,73,0,15000
65,Female,Suburban,46000,45000,23000,Empty Nesters,0,41,1,Retirement Plan,90000,10 Years,74,0,15000
41,Female,Suburban,90000,25000,63000,Parents,1,95,1,Investment Plan,90000,10 Years,79,1,15000
25,Male,Rural,59000,79000,12000,Single,1,95,1,Investment Plan,90000,Whole Life,47,1,15000
56,Male,Rural,81000,34000,81000,Empty Nesters,0,70,1,Retirement Plan,90000,5 Years,84,1,15000
69,Male,Urban,38000,52000,50000,Empty Nesters,2,43,0,Retirement Plan,90000,Whole Life,91,1,15000
30,Male,Rural,45000,19000,82000,Partnered,2,92,1,Health Insurance,90000,10 Years,67,1,15000
22,Female,Urban,28000,9000,34000,Single,2,93,0,Life Insurance,90000,10 Years,59,0,15000
44,Female,Suburban,54000,32000,9000,Parents,2,69,0,Health Insurance,90000,10 Years,75,1,15000
48,Female,Rural,37000,28000,0,Empty Nesters,0,78,1,Health Insurance,90000,Whole Life,79,1,15000
54,Female,Suburban,73000,18000,35000,Empty Nesters,0,68,1,Retirement Plan,90000,5 Years,73,0,15000
20,Male,Rural,36000,14000,19000,Single,2,95,1,Life Insurance,90000,20 Years,63,1,15000
29,Male,Rural,30000,12000,97000,Partnered,0,95,1,Life Insurance,90000,10 Years,85,0,15000
36,Female,Rural,71000,72000,30000,Married,1,81,0,Investment Plan,90000,10 Years,76,1,15000
41,Female,Suburban,75000,83000,13000,Married,0,79,0,Investment Plan,90000,20 Years,66,0,15000
21,Male,Rural,41000,5000,23000,Single,2,95,1,Life Insurance,90000,Whole Life,54,1,15000
45,Male,Suburban,36000,16000,22000,Married,2,76,0,Health Insurance,90000,5 Years,68,1,15000
42,Female,Urban,36000,18000,0,Empty Nesters,1,38,1,Health Insurance,90000,5 Years,78,0,15000
55,Male,Suburban,42000,48000,77000,Married,1,82,1,Retirement Plan,90000,20 Years,73,1,15000
36,Male,Rural,63000,79000,3000,Single,0,89,0,Investment Plan,90000,10 Years,86,0,15000
30,Male,Suburban,79000,52000,33000,Single,2,95,1,Investment Plan,90000,Whole Life,63,1,15000
27,Male,Rural,27000,19000,25000,Partnered,0,95,0,Life Insurance,90000,Whole Life,65,0,15000
36,Female,Urban,61000,53000,98000,Married,0,54,0,Investment Plan,90000,20 Years,71,1,15000
60,Male,Suburban,68000,56000,93000,Married,1,51,1,Retirement Plan,90000,5 Years,95,0,15000
67,Male,Rural,66000,56000,27000,Empty Nesters,0,10,0,Retirement Plan,90000,Whole Life,94,1,15000
59,Male,Suburban,58000,59000,71000,Married,0,51,0,Retirement Plan,90000,Whole Life,68,1,15000
35,Female,Urban,44000,31000,20000,Partnered,1,95,0,Health Insurance,90000,20 Years,54,1,15000
58,Female,Suburban,55000,40000,22000,Married,0,52,0,Retirement Plan,90000,10 Years,57,0,15000
65,Male,Urban,68000,46000,92000,Empty Nesters,2,55,0,Retirement Plan,90000,5 Years,77,1,15000
31,Female,Rural,36000,20000,90000,Married,0,95,1,Life Insurance,90000,20 Years,63,1,15000
25,Male,Urban,62000,66000,97000,Single,0,83,1,Investment Plan,90000,5 Years,54,1,15000
60,Female,Urban,47000,47000,98000,Married,1,54,1,Retirement Plan,90000,5 Years,85,0,15000
43,Male,Suburban,80000,65000,21000,Parents,1,62,0,Investment Plan,90000,20 Years,60,1,15000
24,Male,Urban,37000,13000,99000,Single,2,95,1,Life Insurance,90000,10 Years,60,1,15000
59,Female,Suburban,54000,33000,7000,Empty Nesters,1,62,0,Retirement Plan,90000,10 Years,70,1,15000
36,Female,Suburban,49000,27000,7000,Married,1,69,0,Health Insurance,90000,Whole Life,74,0,15000
26,Female,Suburban,27000,12000,5000,Single,0,95,1,Life Insurance,90000,20 Years,62,0,15000
28,Male,Rural,26000,20000,49000,Married,1,95,1,Life Insurance,90000,Whole Life,69,0,15000
32,Male,Rural,58000,32000,84000,Partnered,2,95,0,Health Insurance,90000,20 Years,55,1,15000
20,Female,Rural,39000,17000,13000,Single,1,95,0,Life Insurance,90000,20 Years,46,0,15000
43,Male,Urban,90000,51000,85000,Empty Nesters,1,80,1,Investment Plan,90000,5 Years,78,1,15000
33,Male,Urban,61000,24000,2000,Married,0,83,0,Health Insurance,90000,20 Years,66,1,15000
62,Male,Urban,77000,50000,69000,Empty Nesters,1,80,0,Retirement Plan,90000,5 Years,80,1,15000
38,Female,Urban,49000,25000,28000,Married,1,95,0,Health Insurance,90000,Whole Life,75,1,15000
64,Female,Rural,50000,38000,64000,Empty Nesters,1,76,1,Retirement Plan,90000,10 Years,79,0,15000
59,Female,Rural,77000,35000,99000,Empty Nesters,2,48,1,Retirement Plan,90000,Whole Life,65,0,15000
46,Female,Rural,52000,36000,80000,Empty Nesters,2,95,1,Health Insurance,90000,Whole Life,60,1,15000
55,Female,Suburban,60000,49000,83000,Married,1,60,1,Retirement Plan,90000,10 Years,95,0,15000
43,Male,Urban,77000,57000,11000,Married,2,63,0,Investment Plan,90000,Whole Life,67,1,15000
33,Female,Urban,54000,23000,14000,Married,0,95,0,Health Insurance,90000,5 Years,60,0,15000
29,Female,Urban,24000,9000,90000,Single,2,95,0,Life Insurance,90000,5 Years,63,0,15000
50,Female,Rural,70000,32000,33000,Empty Nesters,1,65,1,Retirement Plan,90000,20 Years,73,0,15000
42,Male,Rural,41000,24000,59000,Married,1,70,1,Health Insurance,90000,10 Years,72,0,15000
69,Female,Urban,51000,47000,2000,Empty Nesters,1,46,0,Retirement Plan,90000,Whole Life,87,0,15000
34,Female,Rural,24000,33000,20000,Married,0,83,0,Health Insurance,90000,20 Years,79,1,15000
27,Male,Rural,30000,15000,19000,Single,1,95,0,Life Insurance,90000,5 Years,68,0,15000
42,Female,Rural,79000,64000,83000,Married,1,94,1,Investment Plan,90000,5 Years,69,0,15000
51,Female,Rural,77000,36000,32000,Married,0,40,1,Retirement Plan,90000,20 Years,65,0,15000
29,Female,Suburban,24000,4000,31000,Partnered,1,95,0,Life Insurance,90000,20 Years,60,0,15000
33,Male,Rural,61000,48000,28000,Partnered,2,95,1,Investment Plan,90000,Whole Life,63,1,15000
42,Female,Urban,71000,45000,19000,Parents,1,77,0,Investment Plan,90000,Whole Life,70,1,15000
32,Female,Urban,26000,11000,36000,Single,0,95,0,Health Insurance,90000,5 Years,69,0,15000
